timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1675427201681,324,/count/U_4amautHtK505u0488WCPTsrL400000O9WBSFJqW908a042m042s06AXnte0O01y0ACkfAo1h030g06gWF91hi-4Mkr5qq5gGU6her73VSAJj070l8D0FeD088E0000-2 478,200,OK,Thread Group 1-1,bin,true,,2635,2933,1,1,"https://an.mail.ru/count/W9qejI_z8BAb102q1tln9CAwIBTh1G2o0122836NTjLH0000062O2t3qz82G29010i010jW1YeSTw0600V02ZBgIiWQm0mAxFX5hjHTD1Qa7XgwDHmtt2axG1mA15_0_-1Z1YlRieu-y_6E06UaSW1r_q27___y1rIB__t__WIC00000003mFmS0B6DaHV1G17CfLO4Osdaoluh16iOU~1,an.mail.ru,8206946511675427202,3832617961",96,0,60
1675427201681,96,/count/U_4amautHtK505u0488WCPTsrL400000O9WBSFJqW908a042m042s06AXnte0O01y0ACkfAo1h030g06gWF91hi-4Mkr5qq5gGU6her73VSAJj070l8D0FeD088E0000-2 478-0,302,Moved Temporarily,Thread Group 1-1,text,true,,570,757,1,1,https://an.mail.ru/count/U_4amautHtK505u0488WCPTsrL400000O9WBSFJqW908a042m042s06AXnte0O01y0ACkfAo1h030g06gWF91hi-4Mkr5qq5gGU6her73VSAJj070l8D0FeD088E0000,96,0,60
1675427201779,140,/count/U_4amautHtK505u0488WCPTsrL400000O9WBSFJqW908a042m042s06AXnte0O01y0ACkfAo1h030g06gWF91hi-4Mkr5qq5gGU6her73VSAJj070l8D0FeD088E0000-2 478-1,302,Found,Thread Group 1-1,,true,,846,626,1,1,"https://bs.yandex.ru/count/W9qejI_z8BAb102q1tln9CAwIBTh1G2o0122836NTjLH0000062O2t3qz82G29010i010jW1YeSTw0600V02ZBgIiWQm0mAxFX5hjHTD1Qa7XgwDHmtt2axG1mA15_0_-1Z1YlRieu-y_6E06UaSW1r_q27___y1rIB__t__WIC00000003mFmS0B6DaHV1G17CfLO4Osdaoluh16iOU~1,an.mail.ru,,3738561946",140,0,122
1675427201920,22,/count/U_4amautHtK505u0488WCPTsrL400000O9WBSFJqW908a042m042s06AXnte0O01y0ACkfAo1h030g06gWF91hi-4Mkr5qq5gGU6her73VSAJj070l8D0FeD088E0000-2 478-2,302,Found,Thread Group 1-1,,true,,754,665,1,1,"https://bs.yandex.ru/count/W9qejI_z8BAb102q1tln9C8VazqZ1G2o0123836NTjLH0000062O2t3qz82G29010i010jW1YeSTw0600V02ZBgIiWQm0mAxFX5hjHTD1Qa7XgwDHmtt2axG1mA15_0_-1Z1YlRieu-y_6E06UaSW1r_q27___y1rIB__t__WIC00000003mFmS0B6DaHV1G17CfLO4Osdaoluh16iOU~1,an.mail.ru,,3738561946",22,0,0
1675427201942,63,/count/U_4amautHtK505u0488WCPTsrL400000O9WBSFJqW908a042m042s06AXnte0O01y0ACkfAo1h030g06gWF91hi-4Mkr5qq5gGU6her73VSAJj070l8D0FeD088E0000-2 478-3,200,OK,Thread Group 1-1,bin,true,,465,885,1,1,"https://an.mail.ru/count/W9qejI_z8BAb102q1tln9CAwIBTh1G2o0122836NTjLH0000062O2t3qz82G29010i010jW1YeSTw0600V02ZBgIiWQm0mAxFX5hjHTD1Qa7XgwDHmtt2axG1mA15_0_-1Z1YlRieu-y_6E06UaSW1r_q27___y1rIB__t__WIC00000003mFmS0B6DaHV1G17CfLO4Osdaoluh16iOU~1,an.mail.ru,8206946511675427202,3832617961",63,0,0
1675427202008,169,/NaviData-2 484,200,OK,Thread Group 1-1,text,true,,486,720,1,1,https://portal.mail.ru/NaviData?mac=1&Socials=1&ldata=1&ok_counters=1&_=1675738489313,169,0,148
1675427202178,47,/pkgs/whiteline/2.95.2/external.modern.js-2 479,200,OK,Thread Group 1-1,text,true,,76452,407,1,1,https://limg.imgsmail.ru/pkgs/whiteline/2.95.2/external.modern.js,37,0,0
1675427202226,11,/counter-2 488,200,OK,Thread Group 1-1,bin,true,,1331,1160,1,1,https://top-fwz1.mail.ru/counter?js=13;id=3217024;u=https%3A//mail.ru/;title=Mail.ru%3A%20%D0%BF%D0%BE%D1%87%D1%82%D0%B0%2C%20%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%20%D0%B2%20%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82%D0%B5%2C%20%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D0%B8%2C%20%D0%B8%D0%B3%D1%80%D1%8B;s=1536*864;vp=1536*739;touch=0;hds=1.25;frame=0;flash=;sid=3054a4372830f5d8;ver=60.3.0;tz=-180%2FEurope%2FMoscow;ni=;lvid=1675118405151%3A1675118405171%3A1%3A65367dbbb091a4dd33da7198dc8b1389;visible=true;_=0.7683894326675084,11,0,0
1675427202238,11,/counter-2 489,200,OK,Thread Group 1-1,bin,true,,1216,1339,1,1,https://top-fwz1.mail.ru/counter?js=13;id=110605;u=https%3A//mail.ru/;title=Mail.ru%3A%20%D0%BF%D0%BE%D1%87%D1%82%D0%B0%2C%20%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%20%D0%B2%20%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82%D0%B5%2C%20%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D0%B8%2C%20%D0%B8%D0%B3%D1%80%D1%8B;s=1536*864;vp=1536*739;touch=0;hds=1.25;frame=0;flash=;sid=3054a4372830f5d8;ver=60.3.0;tz=-180%2FEurope%2FMoscow;ni=;lvid=1675118405151%3A1675118405172%3A2%3A65367dbbb091a4dd33da7198dc8b1389;opts=sec;visible=true;_=0.04456868238149858,11,0,0
1675427202250,329,/portal/searchframe/desktop-2 487,200,Ok,Thread Group 1-1,text,true,,44754,568,1,1,https://yandex.ru/portal/searchframe/desktop?mstatid=99999999&dark_theme=0,329,0,166
1675427202581,28,/pictures/20/97F934.jpg-2 491,200,OK,Thread Group 1-1,bin,true,,14692,405,1,1,https://r.mradx.net/pictures/20/97F934.jpg,28,0,0
1675427202610,13,/resplash/127235/i/icons/954e14da29ee.svg-2 495,200,OK,Thread Group 1-1,text,true,,791,428,1,1,https://home.imgsmail.ru/resplash/127235/i/icons/954e14da29ee.svg,12,0,0
1675427202624,146,/icons/status/2021/lt/svg/04.svg-2 494,200,OK,Thread Group 1-1,text,true,,532,421,1,1,https://pogoda.imgsmail.ru/icons/status/2021/lt/svg/04.svg,146,0,137
1675427202770,13,/icons/status/2021/lt/svg/03.svg-2 493,200,OK,Thread Group 1-1,text,true,,434,421,1,1,https://pogoda.imgsmail.ru/icons/status/2021/lt/svg/03.svg,12,0,0
1675427202783,15,/resplash/127235/i/icons/cf9914da29ee.svg-2 498,200,OK,Thread Group 1-1,text,true,,1031,428,1,1,https://home.imgsmail.ru/resplash/127235/i/icons/cf9914da29ee.svg,15,0,0
1675427202799,9,/resplash/127235/i/icons/eecd14da29ee.svg-2 497,200,OK,Thread Group 1-1,text,true,,793,428,1,1,https://home.imgsmail.ru/resplash/127235/i/icons/eecd14da29ee.svg,9,0,0
1675427202809,11,/icons/status/2021/lt/svg/21.svg-2 492,200,OK,Thread Group 1-1,text,true,,1181,421,1,1,https://pogoda.imgsmail.ru/icons/status/2021/lt/svg/21.svg,11,0,0
1675427202820,12,/resplash/127235/i/icons/97ec14da29ee.svg-2 496,200,OK,Thread Group 1-1,text,true,,905,428,1,1,https://home.imgsmail.ru/resplash/127235/i/icons/97ec14da29ee.svg,12,0,0
1675427202833,16,/resplash/127235/i/icons/917214da29ee.svg-2 499,200,OK,Thread Group 1-1,text,true,,1143,428,1,1,https://home.imgsmail.ru/resplash/127235/i/icons/917214da29ee.svg,16,0,0
1675427202850,11,/d84226411.gif-2 504,200,OK,Thread Group 1-1,bin,true,,469,859,1,1,https://rs.mail.ru/d84226411.gif?sz=15&_=1676015958493,11,0,0
1675427202862,12,/d84226414.gif-2 503,200,OK,Thread Group 1-1,bin,true,,469,859,1,1,https://rs.mail.ru/d84226414.gif?sz=15&_=1675273937181,12,0,0
1675427202875,13,/pixel/AACd9QF-_ZoSU3qJk2BI4ovm7ZDTHUjOU1QqPIbGnGX_5ddXodb51PXtMv2ixJN31ukv8WCek5NwU056gIxDKzOggIIUGIpJXXnyhKjKJknIl9fnIDz1xCfo18kWE0u9DmB0oXs3-3_Vw68ZdOHImcfBwATxkE4tzYexyU8tjFGjIusd-df7sCkaAAAAopZl3OoT2TdoVz2sUWoO6kBF0TctKHEJEDdb7pCvG3I.gif-2 506,200,OK,Thread Group 1-1,bin,true,,406,1081,1,1,https://rs.mail.ru/pixel/AACd9QF-_ZoSU3qJk2BI4ovm7ZDTHUjOU1QqPIbGnGX_5ddXodb51PXtMv2ixJN31ukv8WCek5NwU056gIxDKzOggIIUGIpJXXnyhKjKJknIl9fnIDz1xCfo18kWE0u9DmB0oXs3-3_Vw68ZdOHImcfBwATxkE4tzYexyU8tjFGjIusd-df7sCkaAAAAopZl3OoT2TdoVz2sUWoO6kBF0TctKHEJEDdb7pCvG3I.gif?_=1675765104098,13,0,0
1675427202889,66,/i/z4dsz4-2 505,200,OK,Thread Group 1-1,bin,true,,259,833,1,1,https://trk.mail.ru/i/z4dsz4,66,0,54
1675427202955,11,/resplash/127235/i/icons/0ec814da29ee.svg-2 500,200,OK,Thread Group 1-1,text,true,,828,428,1,1,https://home.imgsmail.ru/resplash/127235/i/icons/0ec814da29ee.svg,11,0,0
1675427202967,13,/d83288630.gif-2 507,200,OK,Thread Group 1-1,bin,true,,469,859,1,1,https://rs.mail.ru/d83288630.gif?sz=15&_=1675180067705,13,0,0
1675427202982,12,/d660352.gif-2 510,200,OK,Thread Group 1-1,bin,true,,469,857,1,1,https://rs.mail.ru/d660352.gif?sz=15&_=1675909949859,12,0,0
1675427202994,11,/resplash/127235/i/icons/04c914da29ee.svg-2 509,200,OK,Thread Group 1-1,text,true,,1264,428,1,1,https://home.imgsmail.ru/resplash/127235/i/icons/04c914da29ee.svg,11,0,0
1675427203005,12,/i/d0dar7-2 502,200,OK,Thread Group 1-1,bin,true,,259,833,1,1,https://trk.mail.ru/i/d0dar7,12,0,0
1675427203017,15,/i/veoz41-2 501,200,OK,Thread Group 1-1,bin,true,,259,833,1,1,https://trk.mail.ru/i/veoz41,15,0,0
1675427203033,134,/s3/home-static/_/3/7/7vMKGnRvB2TO_6Bkn4tukbw50.svg-2 508,200,OK,Thread Group 1-1,text,true,,986,436,1,1,https://yastatic.net/s3/home-static/_/3/7/7vMKGnRvB2TO_6Bkn4tukbw50.svg,134,0,125
1675427203168,307,/-2 490,200,OK,Thread Group 1-1,text,true,,5178,871,1,1,https://recostream.go.mail.ru/?stream_id=widget_main_tab_promo&n=1,307,0,156
1675427203476,36,/suggest/suggest-ya.cgi-2 511,200,Ok,Thread Group 1-1,text,true,,1107,1138,1,1,https://yandex.ru/suggest/suggest-ya.cgi?srv=mailmorda_ru_desktop&wiz=TrWth&uil=ru&fact=1&v=4&icon=1&lr=213&hl=1&bemjson=0&history=1&html=1&platform=desktop&rich_nav=1&show_experiment=222&show_experiment=224&verified_nav=1&rich_phone=1&use_favicon=1&nav_favicon=1&nav_text=1&maybe_ads=1&safeclick=1&skip_clickdaemon_host=1&yu=3031489401675118405&mstatid=99999999&svg=1&part=&pos=0&suggest_reqid=303148940167511840584054347931771&hs=0,36,0,0
1675427203515,129,/showpxt?pxn=mail_b_show&_=1675730987642&experimentId=undefined&sitezone=15&segment=undefined&page_id=16756778848061675439664136&user_hash=&email=&mpop=2&count_of_email=0&platform=desktop&version=resplash-2 512,204,No Content,Thread Group 1-1,,true,,103,680,1,1,https://fmdata.imgsmail.ru/showpxt?pxn=mail_b_show&_=1675730987642&experimentId=undefined&sitezone=15&segment=undefined&page_id=16756778848061675439664136&user_hash=&email=&mpop=2&count_of_email=0&platform=desktop&version=resplash,0,0,117
1675427203645,141,/widgets_pxt-2 513,204,No Content,Thread Group 1-1,,true,,150,432,1,1,https://likemore-go.imgsmail.ru/widgets_pxt?p=widget_render&widget=tv,0,0,130
1675427203786,13,/pixel/AACd9QF-_ZoSU3qJk2BI4ovm7ZDTHUjOU1QqPIbGnGX_5ddXodb51PXtMv2ixJN31ukv8WCek5NwU056gIxDKzOggIIUGIpJXXnyhKjKJknIl9fnIDz1xCfo18kWE0u9DmB0oXs3-3_Vw68ZdOHImcfBwATxkE4tzYexyU8tjFGjIusd-f_s-RkkAAAALar6dd4rFieEnmKsQW8M9xPTK5L9lDsHNFvNiJUJBxZckigqMapjkxErqFarx5oB.gif-2 515,200,OK,Thread Group 1-1,bin,true,,406,1102,1,1,https://rs.mail.ru/pixel/AACd9QF-_ZoSU3qJk2BI4ovm7ZDTHUjOU1QqPIbGnGX_5ddXodb51PXtMv2ixJN31ukv8WCek5NwU056gIxDKzOggIIUGIpJXXnyhKjKJknIl9fnIDz1xCfo18kWE0u9DmB0oXs3-3_Vw68ZdOHImcfBwATxkE4tzYexyU8tjFGjIusd-f_s-RkkAAAALar6dd4rFieEnmKsQW8M9xPTK5L9lDsHNFvNiJUJBxZckigqMapjkxErqFarx5oB.gif?_=1675885096118,13,0,0
1675427203800,11,/showpxt?pxn=news_show&_=1675851319550&experimentId=undefined&sitezone=15&segment=undefined&page_id=16756778848061675439664136&user_hash=&email=&mpop=2&count_of_email=0&platform=desktop&version=resplash&tab_name=main&tab_index=0&news_count=14&news=https%3A%2F%2Fnews.mail.ru%2Fpolitics%2F54860909%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fsportmail.ru%2Fnews%2Ffootball-foreign%2F54862440%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fsociety%2F54851087%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fsociety%2F54854743%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fincident%2F54864570%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fpolitics%2F54863218%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fpolitics%2F54854425%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fpolitics%2F54860880%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fstories%2F4-foto-dnya%2F%3Ffrommail%3D10%2Chttps%3A%2F%2Fnews.mail.ru%2Fsociety%2F54858898%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fsportmail.ru%2Fnews%2Fhockey-nhl%2F54862676%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fsportmail.ru%2Fnews%2Ffigure-skating%2F54845818%2F%3Ffrommail%3Dft_ml%2Chttps%3A%2F%2Fhealth.mail.ru%2Fnews%2Fvrachi_nashli_novyy_priznak_smertelnogo%2F%3Ffrommail%3Dft_ml%2Chttps%3A%2F%2Fsportmail.ru%2Fnews%2Fskating%2F54860237%2F%3Ffrommail%3Dft_ml&indexes=0%2C1%2C2%2C3%2C4%2C5%2C6%2C7%2C8%2C9%2C10%2C11%2C12%2C13-2 514,204,No Content,Thread Group 1-1,,true,,103,1837,1,1,https://fmdata.imgsmail.ru/showpxt?pxn=news_show&_=1675851319550&experimentId=undefined&sitezone=15&segment=undefined&page_id=16756778848061675439664136&user_hash=&email=&mpop=2&count_of_email=0&platform=desktop&version=resplash&tab_name=main&tab_index=0&news_count=14&news=https%3A%2F%2Fnews.mail.ru%2Fpolitics%2F54860909%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fsportmail.ru%2Fnews%2Ffootball-foreign%2F54862440%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fsociety%2F54851087%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fsociety%2F54854743%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fincident%2F54864570%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fpolitics%2F54863218%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fpolitics%2F54854425%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fpolitics%2F54860880%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fnews.mail.ru%2Fstories%2F4-foto-dnya%2F%3Ffrommail%3D10%2Chttps%3A%2F%2Fnews.mail.ru%2Fsociety%2F54858898%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fsportmail.ru%2Fnews%2Fhockey-nhl%2F54862676%2F%3Ffrommail%3D1%2Chttps%3A%2F%2Fsportmail.ru%2Fnews%2Ffigure-skating%2F54845818%2F%3Ffrommail%3Dft_ml%2Chttps%3A%2F%2Fhealth.mail.ru%2Fnews%2Fvrachi_nashli_novyy_priznak_smertelnogo%2F%3Ffrommail%3Dft_ml%2Chttps%3A%2F%2Fsportmail.ru%2Fnews%2Fskating%2F54860237%2F%3Ffrommail%3Dft_ml&indexes=0%2C1%2C2%2C3%2C4%2C5%2C6%2C7%2C8%2C9%2C10%2C11%2C12%2C13,0,0,0
